timestamp,gaze2d_x,gaze2d_y,pupildiameter,Corrected_Gaze_X,Corrected_Gaze_Y,Velocity_Y,Amplitude_X
0.016995,0.4933,0.6047,3.1120000000000005,808.431093358171,494.47943595590414,1317.8089759656814,185.8334824618887
0.036974,0.4955,0.6106,3.128000000000001,829.0178813894554,520.8079414867225,1317.8089759656814,185.8334824618887
0.057067,0.4968,0.6111,3.138000000000001,839.4982780787677,523.1964061002664,118.87048293156195,185.8334824618887
0.077047,0.509,0.6139,3.1600000000000006,936.7853726805342,537.2665152719042,704.2096682501398,185.8334824618887
0.097139,0.5084,0.612,3.1550000000000007,931.0067005120818,528.8031606829836,421.23007111888006,185.8334824618887
0.117119,0.5095,0.6124,3.1590000000000007,939.8617114384297,530.7224044144996,96.05824482061874,185.8334824618887
0.137212,0.5093,0.6107,3.1590000000000007,937.333810795908,523.1974915896358,374.50419672840314,185.8334824618887
0.157192,0.5097,0.6108,3.1590000000000007,940.5281751418661,523.6949526072649,24.897948830286328,185.8334824618887
0.177285,0.5099,0.6106,3.1590000000000007,941.9843393649135,522.8412312500122,42.48849635458381,185.8334824618887
0.197264,0.5113,0.6118,3.1600000000000006,953.6440756055281,528.330681156347,274.7609943608195,185.8334824618887
0.217357,0.5112,0.4752,4.128000000000001,875.8073784718363,-74.06313853100801,29980.282669952474,185.8334824618887
0.237337,0.4988,0.5577,4.786000000000001,825.0666298034712,287.99508886415424,18121.032402160276,185.8334824618887
0.25743,0.5021,0.4103,4.553000000000001,767.8105931436394,-361.544569132117,32326.66391261988,185.8334824618887
0.277409,0.5063,0.4714,3.5380000000000007,835.2239303495726,-91.51229021747167,13515.805541550877,185.8334824618887
0.297502,0.5063,0.4769,3.4450000000000007,838.3263252480501,-67.25834916397571,1207.0841115560643,185.8334824618887
0.317482,0.5037,0.4838,3.1110000000000007,821.8216990872388,-37.1977994233157,1504.5320190520526,185.8334824618887
0.337574,0.5076,0.4857,3.0840000000000005,853.4885178750665,-28.26848259697408,444.4215024060133,185.8334824618887
0.357555,0.5115,0.487,3.1020000000000008,884.816893583059,-21.98505024919632,314.47036423491085,185.8334824618887
0.377647,0.5105,0.4876,3.081000000000001,877.3104437479305,-19.48036644863987,124.66075057517668,185.8334824618887
0.397627,0.5038,0.4601,3.520000000000001,809.2376867252942,-141.69611625876087,6116.904394900951,185.8334824618887
0.41772,0.5142,0.4431,3.771000000000001,881.2353524456075,-215.1943561001201,3657.90274430694,185.8334824618887
0.4377,0.5168,0.3908,3.487000000000001,872.1311188989839,-445.4601647187292,11524.815246176631,185.8334824618887
0.457792,0.5104,0.4623,3.3720000000000008,862.254937923436,-131.06261536252168,15647.89714096195,117.00630043941965
0.477772,0.5102,0.4661,3.306000000000001,862.8294321793928,-114.33358713388952,837.2887001317398,117.00630043941965
0.497865,0.5086,0.4775,3.1990000000000007,856.7080220322978,-64.28770312599863,2490.7123877913114,117.00630043941965
0.517845,0.508,0.4909,2.9270000000000005,859.5596483996123,-5.281003511557628,2953.2882689910416,75.5792068577648
0.537938,0.51,0.4643,3.271000000000001,860.2451243568976,-122.29948070518003,5823.842989778642,75.5792068577648
0.557917,0.5104,0.4736,3.137000000000001,868.6289492603091,-81.23179101624783,2055.5428043912243,92.56635782705325
0.57801,0.5099,0.4782,3.068000000000001,867.3012330815554,-61.01727701959999,1006.047578591938,118.85977716246725
0.597989,0.5115,0.4818,3.028000000000001,881.8837202244986,-44.91604906341081,805.90760079029,118.85977716246725
0.618082,0.5112,0.4836,2.9970000000000008,880.545581589512,-37.0207558311231,392.9375022290202,118.85977716246725
0.638062,0.5106,0.4739,2.9770000000000008,870.3671493832189,-79.88060864136514,2145.137778290393,147.4901143587158
0.658154,0.5104,0.4755,2.960000000000001,869.7006856797834,-72.85315683413091,349.76367744546235,100.01977905171225
0.678135,0.5102,0.4767,2.9460000000000006,868.8085932564591,-67.58962801260623,263.42669643784996,100.01977905171225
0.698227,0.5102,0.4768,2.9390000000000005,868.8650004364308,-67.14864726617907,21.948076170971433,100.01977905171225
0.718207,0.5109,0.4697,3.0340000000000007,870.3515156988697,-98.35943978790556,1562.1017278141387,100.01977905171225
0.7383,0.5101,0.4822,2.9290000000000007,871.1264988634412,-43.34980702691064,2737.7510954558875,100.01977905171225
0.75828,0.5106,0.4669,2.9330000000000007,866.4186467851569,-110.74926089126939,3373.346039257195,97.16815268439768
0.778372,0.5101,0.4717,2.9300000000000006,865.2037449663467,-89.65278540176632,1049.9938029814386,96.48267672711245
0.798352,0.5135,0.4893,2.936000000000001,901.8040445523475,-11.560091725358689,3908.54322704743,91.52405611766335
0.818445,0.5166,0.4928,2.870000000000001,928.0974638877615,4.3119565014130785,789.9292403708628,170.10509862880826
0.838425,0.5165,0.4927,2.847000000000001,927.2565674162934,3.8568556871850888,22.77781852992942,170.10509862880826
0.858517,0.516,0.4936,2.8540000000000005,923.8417855785638,7.755082066026262,194.01883231341694,170.10509862880826
0.878497,0.5214,0.4768,2.8280000000000007,956.72780108401,-65.5671996725091,3669.783870797566,170.10509862880826
0.89859,0.5161,0.4816,2.9050000000000007,917.8574132733802,-45.14848743743687,1016.2102341647443,170.10509862880826
0.91857,0.5185,0.4848,2.880000000000001,938.4901860284044,-30.698221924551035,723.2365121564483,170.10509862880826
0.938662,0.5183,0.4858,2.8680000000000008,937.4852792451356,-26.316654595880664,218.07522041958848,170.10509862880826
0.958642,0.5169,0.4879,2.815000000000001,927.6869799436072,-17.253739870118352,453.59933562373936,170.10509862880826
0.978735,0.5169,0.488,2.8250000000000006,927.7433871235799,-16.81275912369074,21.94698384649441,170.10509862880826
0.998715,0.5169,0.4876,2.8300000000000005,927.5177584036901,-18.576682109399826,88.28443371917352,170.10509862880826
1.018807,0.517,0.488,2.8250000000000006,928.5278764150753,-16.798639055890362,88.49507532895998,231.78059324804053
1.038787,0.517,0.488,2.831000000000001,928.5278764150753,-16.798639055890362,0.0,231.78059324804053
1.058879,0.5267,0.5424,2.7860000000000005,1035.308843595155,224.46453357716655,12007.922189580775,231.78059324804053
1.07886,0.5076,0.6291,2.9180000000000006,934.3764139553805,604.0979077796296,18999.71844264364,231.78059324804053
1.098952,0.5101,0.6396,2.7930000000000006,959.9114001398802,650.7538878495006,2322.1172640787886,231.78059324804053
1.118932,0.5106,0.641,2.7960000000000007,964.6235471169739,656.998218638485,312.5290685177346,231.78059324804053
1.139024,0.5111,0.6413,2.8000000000000007,968.7152151143719,658.3917612167693,69.35808173821763,231.78059324804053
1.159004,0.5101,0.6397,2.7930000000000006,959.9678073198529,651.1948685959287,360.2048358779085,231.78059324804053
1.179096,0.5102,0.6399,2.7920000000000007,960.8651109712928,652.0909501565834,44.59892298699448,231.78059324804053
1.199077,0.5102,0.64,2.7920000000000007,960.9215181512654,652.5319309030106,22.070003824991613,231.78059324804053
1.21917,0.5103,0.6411,2.7970000000000006,962.3264864224566,657.3968391815101,242.1195579803681,231.78059324804053
1.239149,0.5077,0.7056,2.8480000000000008,978.3123959257045,941.4622988642377,14218.202096337556,231.78059324804053
1.259242,0.4878,0.6725,2.811000000000001,803.5282503471144,792.6877783045106,7404.296051347618,231.78059324804053
1.279221,0.4992,0.709,2.8120000000000007,913.5486502675831,955.2554384797095,8136.92678188093,231.78059324804053
1.299314,0.5039,0.7119,2.847000000000001,952.0554551871046,968.7075233127271,669.4911079986805,231.78059324804053
1.319294,0.5003,0.7106,2.8440000000000007,923.0805473535993,962.4664511683513,312.3659731919798,174.78414557859014
1.339387,0.5034,0.7132,2.843000000000001,948.8663020692629,974.3696726772778,592.4063857525682,174.78414557859014
1.359367,0.5027,0.7113,2.8440000000000007,942.303140609316,965.8921980205569,424.29803086691504,174.78414557859014
1.379459,0.5039,0.7122,2.8450000000000006,952.2246767270217,970.0304655520094,205.96593327954332,174.78414557859014
1.399439,0.5035,0.7118,2.8530000000000006,948.8610908411465,968.2100622950979,91.11127411969441,174.78414557859014
1.419531,0.5025,0.711,2.8610000000000007,940.5649404864062,964.5410156456742,182.61231581842338,174.78414557859014
1.439512,0.5032,0.7124,2.8640000000000008,946.8460660464916,970.8135865702593,313.92677666709307,174.78414557859014
1.459604,0.5048,0.7141,2.867000000000001,960.3568167699614,978.5361803443311,384.36162522754387,174.78414557859014
1.479584,0.5031,0.7118,2.8810000000000007,945.723133675162,968.1535820238955,519.6495655873641,174.78414557859014
1.499677,0.5053,0.7134,2.886000000000001,963.8844129676363,975.5199154583443,366.61192626530453,160.3561626205219
1.519657,0.5006,0.7155,2.900000000000001,928.1979670467326,984.1168679466864,430.2779023194241,87.12091751031949
1.539749,0.5037,0.7111,2.9150000000000005,950.0352191643333,965.1514372057086,943.9294615258715,87.12091751031949
