timestamp,gaze2d_x,gaze2d_y,pupildiameter
0.016995,0.493300,0.604700,3.1120000000000005
0.036974,0.495500,0.610600,3.1280000000000006
0.057067,0.496800,0.611100,3.138000000000001
0.077047,0.509000,0.613900,3.1600000000000006
0.097139,0.508400,0.612000,3.1550000000000007
0.117119,0.509500,0.612400,3.1590000000000007
0.137212,0.509300,0.610700,3.1590000000000007
0.157192,0.509700,0.610800,3.1590000000000007
0.177285,0.509900,0.610600,3.1590000000000007
0.197264,0.511300,0.611800,3.1600000000000006
0.217357,0.511200,0.475200,4.128000000000001
0.237337,0.498800,0.557700,4.786000000000001
0.257430,0.502100,0.410300,4.553000000000001
0.277409,0.506300,0.471400,3.5380000000000007
0.297502,0.506300,0.476900,3.4450000000000007
0.317482,0.503700,0.483800,3.1110000000000007
0.337574,0.507600,0.485700,3.0840000000000005
0.357555,0.511500,0.487000,3.1020000000000008
0.377647,0.510500,0.487600,3.081000000000001
0.397627,0.503800,0.460100,3.520000000000001
0.417720,0.514200,0.443100,3.771000000000001
0.437700,0.516800,0.390800,3.487000000000001
0.457792,0.510400,0.462300,3.3720000000000008
0.477772,0.510200,0.466100,3.306000000000001
0.497865,0.508600,0.477500,3.1990000000000007
0.517845,0.508000,0.490900,2.9270000000000005
0.537938,0.510000,0.464300,3.271000000000001
0.557917,0.510400,0.473600,3.137000000000001
0.578010,0.509900,0.478200,3.068000000000001
0.597989,0.511500,0.481800,3.028000000000001
0.618082,0.511200,0.483600,2.9970000000000008
0.638062,0.510600,0.473900,2.9770000000000008
0.658154,0.510400,0.475500,2.960000000000001
0.678135,0.510200,0.476700,2.9460000000000006
0.698227,0.510200,0.476800,2.9390000000000005
0.718207,0.510900,0.469700,3.0340000000000007
0.738300,0.510100,0.482200,2.9290000000000007
0.758280,0.510600,0.466900,2.9330000000000007
0.778372,0.510100,0.471700,2.9300000000000006
0.798352,0.513500,0.489300,2.936000000000001
0.818445,0.516600,0.492800,2.8700000000000006
0.838425,0.516500,0.492700,2.847000000000001
0.858517,0.516000,0.493600,2.8540000000000005
0.878497,0.521400,0.476800,2.8280000000000007
0.898590,0.516100,0.481600,2.9050000000000007
0.918570,0.518500,0.484800,2.880000000000001
0.938662,0.518300,0.485800,2.8680000000000008
0.958642,0.516900,0.487900,2.815000000000001
0.978735,0.516900,0.488000,2.8250000000000006
0.998715,0.516900,0.487600,2.8300000000000005
1.018807,0.517000,0.488000,2.8250000000000006
1.038787,0.517000,0.488000,2.831000000000001
1.058879,0.526700,0.542400,2.7860000000000005
1.078860,0.507600,0.629100,2.9180000000000006
1.098952,0.510100,0.639600,2.7930000000000006
1.118932,0.510600,0.641000,2.7960000000000007
1.139024,0.511100,0.641300,2.8000000000000007
1.159004,0.510100,0.639700,2.7930000000000006
1.179096,0.510200,0.639900,2.7920000000000007
1.199077,0.510200,0.640000,2.7920000000000007
1.219170,0.510300,0.641100,2.7970000000000006
1.239149,0.507700,0.705600,2.8480000000000008
1.259242,0.487800,0.672500,2.811000000000001
1.279221,0.499200,0.709000,2.8120000000000007
1.299314,0.503900,0.711900,2.847000000000001
1.319294,0.500300,0.710600,2.8440000000000007
1.339387,0.503400,0.713200,2.843000000000001
1.359367,0.502700,0.711300,2.8440000000000007
1.379459,0.503900,0.712200,2.8450000000000006
1.399439,0.503500,0.711800,2.8530000000000006
1.419531,0.502500,0.711000,2.8610000000000007
1.439512,0.503200,0.712400,2.8640000000000008
1.459604,0.504800,0.714100,2.867000000000001
1.479584,0.503100,0.711800,2.8810000000000007
1.499677,0.505300,0.713400,2.8860000000000006
1.519657,0.500600,0.715500,2.900000000000001
1.539749,0.503700,0.711100,2.9150000000000005
1.559729,0.502800,0.710500,2.928000000000001
1.579821,0.503300,0.711100,2.948000000000001
1.599801,0.504100,0.711000,2.9590000000000005
1.619894,0.503800,0.710000,2.9730000000000008
1.639874,0.504000,0.698100,2.992000000000001
1.659967,0.504300,0.698300,3.0100000000000007
1.679947,0.504200,0.698300,3.0230000000000006
1.700039,0.504500,0.698900,3.0380000000000007
1.720019,0.498500,0.691600,3.0500000000000007
1.740112,0.498800,0.692000,3.0620000000000007
1.760091,0.496100,0.686900,3.0740000000000007
1.780184,0.502600,0.676700,3.407000000000001
1.800164,0.502600,0.689300,3.379000000000001
1.820257,0.505700,0.688000,3.382000000000001
1.840237,0.504000,0.673600,3.3810000000000007
1.860329,0.504500,0.676400,3.380000000000001
1.880309,0.503900,0.679000,3.375000000000001
1.900402,0.503900,0.680000,3.370000000000001
1.920382,0.507800,0.686300,3.363000000000001
1.940474,0.507700,0.686500,3.3530000000000006
1.960454,0.510000,0.691300,3.3490000000000006
1.980547,0.504600,0.701500,3.040000000000001
2.000527,0.504700,0.702200,3.040000000000001
2.020619,0.504600,0.700200,3.033000000000001
2.040599,0.504900,0.710600,3.024000000000001
2.060692,0.504700,0.712200,3.024000000000001
2.080672,0.504900,0.709000,3.013000000000001
2.100764,0.507900,0.663600,5.433000000000002
2.120744,0.503800,0.583000,3.024000000000001
2.140837,0.502600,0.586600,3.169000000000001
2.160818,0.504600,0.584000,3.036000000000001
2.180909,0.505100,0.585700,2.9650000000000007
2.200889,0.504400,0.583500,3.0230000000000006
2.220982,0.504100,0.584600,3.0300000000000007
2.240962,0.499100,0.580900,3.0260000000000007
2.261054,0.501300,0.583000,3.036000000000001
2.281035,0.502500,0.583600,3.0420000000000007
2.301127,0.502800,0.583400,3.0420000000000007
2.321107,0.503400,0.585200,3.0340000000000007
2.341199,0.503000,0.585500,3.0390000000000006
2.361180,0.503100,0.586800,3.041000000000001
2.381272,0.503200,0.587900,3.0420000000000007
2.401252,0.503300,0.589000,3.0380000000000007
2.421344,0.503600,0.589900,3.037000000000001
2.441324,0.503700,0.590700,3.041000000000001
2.461417,0.503700,0.591700,3.033000000000001
2.481396,0.503300,0.591700,3.029000000000001
2.501489,0.503200,0.592900,3.0260000000000007
2.521469,0.503000,0.592400,3.028000000000001
2.541562,0.503100,0.592600,3.0270000000000006
2.561542,0.502900,0.592300,3.025000000000001
2.581635,0.502600,0.591200,3.0220000000000007
2.601614,0.502900,0.591400,3.0190000000000006
2.621708,0.503200,0.590700,3.0190000000000006
2.641687,0.508100,0.616900,2.9910000000000005
2.661779,0.512300,0.632900,2.964000000000001
2.681759,0.516300,0.637100,2.956000000000001
2.701852,0.515600,0.637200,2.9430000000000005
2.721832,0.514900,0.634700,2.9450000000000007
2.741924,0.514500,0.634700,2.9300000000000006
2.761904,0.514100,0.634100,2.9230000000000005
2.781997,0.513400,0.633500,2.9290000000000007
2.801976,0.512100,0.631700,2.952000000000001
2.822070,0.511600,0.631700,2.9310000000000005
2.842049,0.511400,0.631300,2.9180000000000006
2.862142,0.511400,0.630500,2.9050000000000007
2.882122,0.510700,0.629900,2.9030000000000005
2.902214,0.510000,0.629100,2.8940000000000006
2.922194,0.509800,0.628900,2.884000000000001
2.942287,0.509500,0.628400,2.8740000000000006
2.962267,0.509200,0.628000,2.8650000000000007
2.982359,0.509600,0.630200,2.8570000000000007
3.002339,0.508500,0.628400,2.8480000000000008
3.022432,0.508400,0.627600,2.8490000000000006
3.042412,0.507300,0.627600,2.8490000000000006
3.062505,0.506700,0.626600,2.847000000000001
3.082484,0.506600,0.627500,2.8490000000000006
3.102577,0.506900,0.627200,2.855000000000001
3.122557,0.506000,0.622500,2.8970000000000007
3.142649,0.470100,0.613200,3.0510000000000006
3.162630,0.472300,0.605000,2.896000000000001
3.182722,0.470900,0.607600,2.8900000000000006
3.202702,0.468500,0.602300,2.883000000000001
3.222794,0.470700,0.603900,2.888000000000001
3.242774,0.464300,0.586800,2.888000000000001
3.262867,0.465900,0.590800,2.887000000000001
3.282846,0.467000,0.593700,2.8900000000000006
3.302939,0.467700,0.595400,2.8890000000000007
3.322919,0.465400,0.587200,2.891000000000001
3.343012,0.466300,0.589400,2.8890000000000007
3.362992,0.466800,0.589600,2.891000000000001
3.383085,0.467100,0.589600,2.8860000000000006
3.403064,0.461800,0.549900,4.138000000000001
3.423156,0.441700,0.604400,2.9470000000000005
3.443137,0.411600,0.564800,2.9590000000000005
3.463229,0.434800,0.578600,2.968000000000001
3.483209,0.436500,0.597900,2.956000000000001
3.503302,0.438700,0.599900,2.9470000000000005
3.523282,0.439600,0.600100,2.9450000000000007
3.543374,0.439200,0.601200,2.944000000000001
3.563354,0.440000,0.602100,2.940000000000001
3.583447,0.440100,0.602600,2.9380000000000006
3.603427,0.436300,0.584100,2.9330000000000007
3.623519,0.437200,0.586700,2.928000000000001
3.643499,0.435900,0.573800,3.045000000000001
